Sample-Cam1-11_04.18.14(325).jpg;191891.268;356125.063;3460539.693;14.829;-81.77343806;-97.59700780;216.53001901;-3.64721689663E-002;9.68882972413E-003;-9.99287700049E-001;-9.98984529578E-001;-2.68215152535E-002;3.62010494690E-002;-2.64516644853E-002;9.99593283740E-001;1.06572298404E-002
Sample-Cam1-12_04.18.15(220).jpg;191892.163;356127.795;3460543.910;14.827;-80.91940548;-98.31289267;217.50940430;-2.55019972566E-002;7.19637410969E-003;-9.99648868521E-001;-9.99372590226E-001;-2.47688028559E-002;2.53166409523E-002;-2.45779177301E-002;9.99667303959E-001;7.82351297672E-003
Sample-Cam1-13_04.18.16(131).jpg;191893.074;356130.445;3460548.190;14.831;241.06002070;-99.57536497;139.43490776;-3.87253444785E-003;-5.43081372646E-003;-9.99977754622E-001;-9.99666434050E-001;-2.55135533591E-002;4.00989125956E-003;-2.55347627729E-002;9.99659724535E-001;-5.33020007765E-003
Sample-Cam1-14_04.18.17(051).jpg;191893.994;356133.045;3460552.530;14.809;78.17554848;-98.98321913;-23.24833496;1.49177271032E-002;5.70353832499E-003;-9.99872457401E-001;-9.99637684501E-001;-2.23215462202E-002;-1.50415524125E-002;-2.24044893428E-002;9.99734573887E-001;5.36848510963E-003
Sample-Cam1-15_04.18.17(980).jpg;191894.923;356135.538;3460556.893;14.798;105.98518470;-98.13394278;4.40922771;2.92374952300E-002;-2.02823268290E-003;-9.99570435310E-001;-9.99266966468E-001;-2.47821427191E-002;-2.91783331955E-002;-2.47123167366E-002;9.99690818040E-001;-2.75131369987E-003
Sample-Cam1-16_04.18.18(936).jpg;191895.880;356138.025;3460561.312;14.804;93.85694351;-98.00016656;-7.34697739;3.11992205253E-002;3.61664929135E-003;-9.99506642542E-001;-9.99333393765E-001;-1.88534723091E-002;-3.12620326846E-002;-1.89572346163E-002;9.99815716235E-001;3.02602477014E-003
Sample-Cam1-17_04.18.19(943).jpg;191896.887;356140.559;3460565.727;14.797;105.34954467;-99.09118666;3.81822863;1.42494541930E-002;-8.55659982158E-004;-9.99898105259E-001;-9.99609367311E-001;-2.40576227045E-002;-1.42247521728E-002;-2.40429998081E-002;9.99710207328E-001;-1.19813372612E-003
Sample-Cam1-18_04.18.21(021).jpg;191897.965;356143.183;3460570.115;14.814;257.96912395;-99.21465338;157.07504853;-9.63638395576E-003;-7.70156566953E-003;-9.99923910100E-001;-9.99854434913E-001;-1.40061202954E-002;9.74359167884E-003;-1.40800954823E-002;9.99872249080E-001;-7.56547623756E-003
Sample-Cam1-19_04.18.22(195).jpg;191899.139;356145.946;3460574.450;14.815;278.03494908;-97.44438904;176.98590148;-3.75387167568E-002;-1.41942001289E-002;-9.99194360186E-001;-9.99155076673E-001;-1.62095077334E-002;3.77675074238E-002;-1.67325282673E-002;9.99767861327E-001;-1.35737229985E-002
Sample-Cam1-20_04.18.23(470).jpg;191900.414;356148.848;3460578.696;14.814;292.16551871;-95.66478334;191.21841088;-6.73984636488E-002;-9.35642245025E-003;-9.97682266284E-001;-9.97610981399E-001;-1.45602992033E-002;6.75301967898E-002;-1.51583933563E-002;9.99850216305E-001;-8.35272798641E-003
Sample-Cam1-21_04.18.24(849).jpg;191901.792;356151.863;3460582.852;14.802;291.81752291;-93.96643050;190.58518021;-9.36003026090E-002;-1.39441329392E-002;-9.95512202089E-001;-9.95410450184E-001;-1.87005662351E-002;9.38526743750E-002;-1.99253360412E-002;9.99727887967E-001;-1.21297569878E-002
Sample-Cam1-22_04.18.26(396).jpg;191903.339;356155.036;3460587.055;14.832;295.89781113;-93.34338511;194.47957797;-1.03979273529E-001;-9.03918755627E-003;-9.94538387276E-001;-9.94322066192E-001;-2.18036852648E-002;1.04154827026E-001;-2.26260769963E-002;9.99721407392E-001;-6.72073229355E-003
Sample-Cam1-23_04.18.28(346).jpg;191905.289;356158.363;3460591.477;14.864;297.53153836;-93.85390041;196.41096742;-9.62396635297E-002;-5.43140040698E-003;-9.95343371432E-001;-9.95199354866E-001;-1.73387905168E-002;9.63203530791E-002;-1.77812046145E-002;9.99834919491E-001;-3.73664681569E-003
Sample-Cam1-24_04.20.57(852).jpg;192054.794;356162.572;3460597.253;14.897;287.20620796;-94.52523708;185.54087995;-8.36855666888E-002;-1.93406562512E-002;-9.96304504127E-001;-9.96129749938E-001;-2.53405394192E-002;8.41628085931E-002;-2.68746575105E-002;9.99491768889E-001;-1.71451656736E-002
Sample-Cam1-25_04.21.01(852).jpg;192058.795;356163.485;3460598.447;14.913;289.63866324;-92.42615570;187.38900568;-1.16368093600E-001;-2.33580409893E-002;-9.92931452172E-001;-9.92536968631E-001;-3.39574777370E-002;1.17120688210E-001;-3.64531575174E-002;9.99150284805E-001;-1.92321522489E-002
Sample-Cam1-26_04.21.03(605).jpg;192060.548;356165.889;3460601.519;14.971;296.56978209;-92.86413697;194.51165101;-1.11439889332E-001;-9.63119272815E-003;-9.93724504675E-001;-9.93234346387E-001;-3.17838549053E-002;1.11692970791E-001;-3.26601320005E-002;9.99448361194E-001;-6.02404214107E-003
Sample-Cam1-27_04.21.04(982).jpg;192061.925;356168.664;3460605.220;14.998;297.98927345;-94.48950518;195.81091927;-8.62635086820E-002;-5.68451185383E-003;-9.96256138448E-001;-9.95680742187E-001;-3.39647779423E-002;8.64074851926E-002;-3.43288028899E-002;9.99406864187E-001;-2.73003806469E-003
Sample-Cam1-28_04.21.06(175).jpg;192063.118;356171.375;3460609.150;15.050;291.03310939;-97.31080365;189.31271502;-4.16355763516E-002;-7.05600172569E-003;-9.99107947932E-001;-9.98764075263E-001;-2.68730272939E-002;4.18110316570E-002;-2.71440738658E-002;9.99613952105E-001;-5.92840705892E-003
Sample-Cam1-29_04.21.07(335).jpg;192064.278;356174.023;3460613.425;15.080;109.76029105;-99.08238797;7.93655174;1.43014569191E-002;-1.79221506412E-003;-9.99896122752E-001;-9.99487834085E-001;-2.86560768995E-002;-1.42442540016E-002;-2.86275714185E-002;9.99587723625E-001;-2.20112080190E-003
Sample-Cam1-30_04.21.08(388).jpg;192065.330;356176.293;3460617.707;15.109;107.27857884;-94.66350425;5.60585361;8.34029448273E-002;-7.36321615410E-003;-9.96488701312E-001;-9.96179970552E-001;-2.65788606224E-002;-8.31807095424E-002;-2.58730567597E-002;9.99619601256E-001;-9.55184369762E-003
Sample-Cam1-31_04.21.09(414).jpg;192066.356;356178.245;3460622.281;15.155;104.56168586;-87.90267479;2.73913359;1.88707988896E-001;-8.12440358557E-003;-9.81999637980E-001;-9.81652675207E-001;-2.93969353053E-002;-1.88398103636E-001;-2.73371575988E-002;9.99534798924E-001;-1.35227790554E-002
Sample-Cam1-32_04.21.10(442).jpg;192067.384;356179.613;3460627.107;15.204;101.86456977;-79.04154963;1.39460820;3.23222305554E-001;-7.08178758194E-003;-9.46296565289E-001;-9.46305229667E-001;-8.55792516456E-003;-3.23161220171E-001;-5.80977607325E-003;9.99938303198E-001;-9.46764492663E-003
Sample-Cam1-33_04.21.11(439).jpg;192068.381;356180.164;3460631.997;15.192;101.68460861;-67.44793607;0.90670998;4.89284991074E-001;-6.96914556364E-003;-8.72096111974E-001;-8.72079204532E-001;-1.40398794247E-002;-4.89163308935E-001;-8.83507395450E-003;9.99877148852E-001;-1.29471491984E-002
Sample-Cam1-34_04.21.12(443).jpg;192069.385;356179.773;3460637.009;15.185;101.33437317;-54.42716659;-0.05687441;6.56263570985E-001;5.86293609197E-004;-7.54531498122E-001;-7.54346733504E-001;-2.16326777119E-002;-6.56119678798E-001;-1.67072154969E-002;9.99765814336E-001;-1.37544696562E-002
Sample-Cam1-35_04.21.13(431).jpg;192070.373;356178.354;3460641.765;15.186;99.72104369;-40.51320098;-1.13557427;8.04124476184E-001;1.43451391525E-002;-5.94287845900E-001;-5.94265756062E-001;-6.21885611914E-003;-8.04244699703E-001;-1.52327927369E-002;9.99877763935E-001;3.52409054502E-003
Sample-Cam1-36_04.21.14(381).jpg;192071.324;356175.905;3460646.135;15.135;99.10857113;-26.42766433;-1.25814469;9.14887309446E-001;1.80831721587E-002;-4.03304115897E-001;-4.03462532561E-001;6.03018499217E-003;-9.14976295698E-001;-1.41136754493E-002;9.99818301370E-001;1.28128221588E-002
Sample-Cam1-37_04.21.15(309).jpg;192072.252;356172.596;3460649.900;15.080;99.18535745;-13.84818432;-1.76669126;9.76058232042E-001;2.70936660800E-002;-2.15815339864E-001;-2.16069638790E-001;6.80324039497E-003;-9.76354252878E-001;-2.49847724652E-002;9.99609748441E-001;1.24944774355E-002
Sample-Cam1-38_04.21.16(184).jpg;192073.127;356168.686;3460653.003;15.045;98.72320829;-3.43867928;-1.62221479;9.98217396320E-001;2.54417733876E-002;-5.39883862530E-002;-5.44709713604E-002;1.86726525106E-002;-9.98340746102E-001;-2.43914526498E-002;9.99501900056E-001;2.00252046811E-002
Sample-Cam1-39_04.21.17(012).jpg;192073.955;356164.414;3460655.515;15.004;99.09388434;3.66548754;-1.55868074;9.98043668474E-001;2.44406854164E-002;5.75455360172E-002;5.71740263275E-002;1.56371294556E-002;-9.98241759744E-001;-2.52975598157E-002;9.99578977910E-001;1.42091656549E-002
Sample-Cam1-40_04.21.17(793).jpg;192074.736;356159.911;3460657.647;14.972;99.53414033;8.23104365;-1.50454937;9.91376380996E-001;2.34339638947E-002;1.28933007952E-001;1.28720626825E-001;1.03623587451E-002;-9.91626755262E-001;-2.45737956623E-002;9.99671681532E-001;7.25656318981E-003
Sample-Cam1-41_04.21.18(541).jpg;192075.484;356155.264;3460659.568;14.951;99.24548288;10.95885977;-1.87082990;9.84794842774E-001;2.89484282536E-002;1.71292457940E-001;1.70858241231E-001;1.68792136017E-002;-9.85151030833E-001;-3.14098559209E-002;9.99438382618E-001;1.16764849672E-002
Sample-Cam1-42_04.21.19(250).jpg;192076.193;356150.593;3460661.316;14.930;99.65626203;12.05819893;-1.75121069;9.81743984956E-001;2.70125813472E-002;1.88279230004E-001;1.88056749114E-001;1.05758020636E-002;-9.82101222646E-001;-2.85202930371E-002;9.99579147872E-001;5.30283182873E-003
Sample-Cam1-43_04.21.19(933).jpg;192076.876;356145.925;3460663.029;14.943;100.19014145;12.05598922;-2.11990259;9.81577612207E-001;3.26979850025E-002;1.88245140683E-001;1.88239381460E-001;3.28218011797E-003;-9.82117692826E-001;-3.27311240488E-002;9.99459888675E-001;-2.93333394885E-003
Sample-Cam1-44_04.21.20(607).jpg;192077.549;356141.234;3460664.774;14.978;99.88453187;11.90226295;-1.92778491;9.82123307389E-001;2.97493337831E-002;1.85873037912E-001;1.85732603113E-001;7.44059550091E-003;-9.82572153930E-001;-3.06138730629E-002;9.99529696746E-001;1.78216105787E-003
Sample-Cam1-45_04.21.21(279).jpg;192078.221;356136.546;3460666.531;15.002;99.75025645;11.64726521;-1.70598048;9.82957360662E-001;2.63470858794E-002;1.81935862837E-001;1.81764030118E-001;8.79634546705E-003;-9.83302833140E-001;-2.75075348925E-002;9.99614153247E-001;3.85748001246E-003
Sample-Cam1-46_04.21.21(939).jpg;192078.881;356131.895;3460668.299;15.012;99.90777103;11.30111965;-1.79020081;9.83895949148E-001;2.76748512187E-002;1.76586703523E-001;1.76475970789E-001;6.41318667036E-003;-9.84284055936E-001;-2.83723982982E-002;9.99596405379E-001;1.42596215084E-003
Sample-Cam1-47_04.21.22(598).jpg;192079.540;356127.231;3460670.095;15.031;100.03944807;10.93544139;-1.80401223;9.84887602594E-001;2.79165851645E-002;1.70930028165E-001;1.70878927911E-001;4.22365613200E-003;-9.85282981039E-001;-2.82276859129E-002;9.99601333033E-001;-6.10529581809E-004
Sample-Cam1-48_04.21.23(260).jpg;192080.202;356122.588;3460671.934;15.063;99.82218849;10.50146230;-1.95760545;9.85959159025E-001;3.03277982978E-002;1.64209504555E-001;1.64045362486E-001;7.84035851599E-003;-9.86421637955E-001;-3.12034578600E-002;9.99509256300E-001;2.75513862370E-003
Sample-Cam1-49_04.21.23(928).jpg;192080.870;356117.945;3460673.801;15.090;99.84864445;10.04409352;-1.92918970;9.87126336358E-001;2.99226820338E-002;1.57118519497E-001;1.56973903934E-001;7.13691468281E-003;-9.87576963043E-001;-3.06722929177E-002;9.99526736785E-001;2.34795622873E-003
Sample-Cam1-50_04.21.24(601).jpg;192081.543;356113.316;3460675.706;15.108;99.69393928;9.59274244;-2.03755103;9.88162526249E-001;3.16377128509E-002;1.50112880335E-001;1.49880423659E-001;9.60871352839E-003;-9.88657438766E-001;-3.27212518197E-002;9.99453214388E-001;4.75309682851E-003
Sample-Cam1-51_04.21.25(283).jpg;192082.225;356108.703;3460677.641;15.151;99.63688389;9.18450699;-2.01768974;9.89114147322E-001;3.13592830802E-002;1.43769951421E-001;1.43514667464E-001;1.02566976818E-002;-9.89595038577E-001;-3.25075958769E-002;9.99455549546E-001;5.64452769873E-003
Sample-Cam1-52_04.21.25(985).jpg;192082.927;356104.072;3460679.603;15.196;99.89999171;8.84082590;-2.14021954;9.89813249842E-001;3.32885686973E-002;1.38425437083E-001;1.38294247121E-001;6.22281015028E-003;-9.90371636229E-001;-3.38294494634E-002;9.99426409411E-001;1.55580239228E-003
Sample-Cam1-53_04.21.26(701).jpg;192083.643;356099.459;3460681.596;15.249;99.89077171;8.53500729;-2.25704038;9.90403624340E-001;3.51280014318E-002;1.33666317406E-001;1.33521306843E-001;6.45261502185E-003;-9.91024936305E-001;-3.56752226691E-002;9.99361990109E-001;1.70035664616E-003
Sample-Cam1-54_04.21.27(428).jpg;192084.370;356094.856;3460683.598;15.319;99.52207381;8.78228287;-2.23876893;9.89887330545E-001;3.48252300769E-002;1.37514639866E-001;1.37161798260E-001;1.23373107377E-002;-9.90471822851E-001;-3.61899699585E-002;9.99317263993E-001;7.43585641005E-003
Sample-Cam1-55_04.21.28(171).jpg;192085.114;356090.221;3460685.559;15.381;99.84414105;9.43092523;-2.55888018;9.88248374280E-001;3.97438476519E-002;1.47599381120E-001;1.47381343439E-001;8.37735854420E-003;-9.89044265678E-001;-4.05449175526E-002;9.99174782727E-001;2.42140930171E-003
Sample-Cam1-56_04.21.28(912).jpg;192085.855;356085.597;3460687.427;15.462;100.15143975;10.85153318;-2.88553368;9.84495448206E-001;4.46536834091E-002;1.69631250126E-001;1.69564337044E-001;5.30966293295E-003;-9.85504816367E-001;-4.49071048293E-002;9.98988416368E-001;-2.34433323484E-003
Sample-Cam1-57_04.21.29(644).jpg;192086.587;356080.940;3460689.190;15.556;100.10869131;12.19616452;-3.04907449;9.80579446857E-001;4.70005513735E-002;1.90407186243E-001;1.90270302915E-001;7.41064479847E-003;-9.81703771090E-001;-4.75516585510E-002;9.98867373836E-001;-1.67608316966E-003
Sample-Cam1-58_04.21.30(360).jpg;192087.303;356076.274;3460690.855;15.659;100.17076371;13.31017754;-3.14697254;9.77028222370E-001;4.83363535959E-002;2.07555895153E-001;2.07434153024E-001;7.57672758547E-003;-9.78219640653E-001;-4.88561649214E-002;9.98802377911E-001;-2.62393388421E-003
Sample-Cam1-59_04.21.31(085).jpg;192088.028;356071.517;3460692.473;15.764;100.25725739;13.87339017;-2.80118074;9.75403681819E-001;4.29463047280E-002;2.16201925069E-001;2.16168652905E-001;5.47285280344E-003;-9.76340699440E-001;-4.31134665083E-002;9.99062391842E-001;-3.94540406578E-003
Sample-Cam1-60_04.21.31(824).jpg;192088.767;356066.761;3460694.072;15.878;100.47491464;13.77935420;-2.93312125;9.75630531918E-001;4.49824108914E-002;2.14759511781E-001;2.14869221650E-001;2.43896080423E-003;-9.76639784699E-001;-4.44554021198E-002;9.98984801777E-001;-7.28581098942E-003
Sample-Cam1-61_04.21.32(581).jpg;192089.523;356062.000;3460695.718;15.978;100.35240832;13.02007974;-2.88729769;9.78151934637E-001;4.43931206532E-002;2.03096143744E-001;2.03135164742E-001;3.67793935876E-003;-9.79143798227E-001;-4.42142240722E-002;9.99007369142E-001;-5.42022037804E-003
Sample-Cam1-62_04.21.33(350).jpg;192090.292;356057.288;3460697.426;16.087;100.19769703;11.99842170;-2.76850294;9.81363203660E-001;4.27039974750E-002;1.87356961711E-001;1.87313929702E-001;5.04260989182E-003;-9.82287159554E-001;-4.28923564498E-002;9.99075042569E-001;-3.05042178276E-003
Sample-Cam1-63_04.21.34(147).jpg;192091.089;356052.577;3460699.221;16.205;100.17856244;10.99042959;-2.84935953;9.84148592150E-001;4.40775999696E-002;1.71781005206E-001;1.71733795570E-001;4.88387487997E-003;-9.85131286289E-001;-4.42611796907E-002;9.99016172515E-001;-2.76315495503E-003
Sample-Cam1-64_04.21.34(930).jpg;192091.872;356047.978;3460701.023;16.314;100.12868129;10.95262067;-2.93658927;9.84189011977E-001;4.54307365103E-002;1.71195902067E-001;1.71106657659E-001;5.87491082300E-003;-9.85234995891E-001;-4.57657121570E-002;9.98950215778E-001;-1.99147880093E-003
Sample-Cam1-65_04.21.35(711).jpg;192092.653;356043.321;3460702.818;16.424;100.47511642;11.22649257;-3.21501228;9.83236267241E-001;4.96969605171E-002;1.75432764606E-001;1.75580955696E-001;1.40204248799E-003;-9.84463997449E-001;-4.91708326015E-002;9.98763358555E-001;-7.34730080038E-003
Sample-Cam1-66_04.21.36(481).jpg;192093.423;356038.656;3460704.596;16.544;100.33865515;11.62349580;-2.95952441;9.82315840780E-001;4.56989231092E-002;1.81568712556E-001;1.81617190697E-001;3.12381484392E-003;-9.83364346427E-001;-4.55058786951E-002;9.98950374247E-001;-5.23113722811E-003
Sample-Cam1-67_04.21.37(243).jpg;192094.185;356033.970;3460706.338;16.651;100.35965359;12.35543784;-2.96609265;9.80160954278E-001;4.57000204217E-002;1.92862676126E-001;1.92913428921E-001;3.33905918309E-003;-9.81210099635E-001;-4.54853014811E-002;9.98949627768E-001;-5.54333220604E-003
Sample-Cam1-68_04.21.38(000).jpg;192094.942;356029.271;3460708.013;16.778;100.21400411;13.18849150;-2.85987153;9.77630817072E-001;4.39474382903E-002;2.05685702418E-001;2.05627993779E-001;5.87863811833E-003;-9.78612573897E-001;-4.42166675120E-002;9.99016548552E-001;-3.28968578045E-003
Sample-Cam1-69_04.21.38(756).jpg;192095.698;356024.556;3460709.648;16.871;100.03531412;13.79487486;-3.05485827;9.75490404345E-001;4.68454549967E-002;2.14997614819E-001;2.14776708603E-001;9.75875516028E-003;-9.76614423475E-001;-4.78480561070E-002;9.98854478913E-001;-5.41740620004E-004
Sample-Cam1-70_04.21.39(495).jpg;192096.437;356019.816;3460711.215;16.969;99.66958578;15.10245508;-2.87094430;9.71004754547E-001;4.38188070277E-002;2.35009954679E-001;2.34533884427E-001;1.57792702915E-002;-9.71979872057E-001;-4.62992840445E-002;9.98914874641E-001;5.04475145313E-003
Sample-Cam1-71_04.21.40(234).jpg;192097.176;356015.034;3460712.676;17.062;99.54542659;16.64309120;-3.13087253;9.64853614689E-001;4.74894371647E-002;2.58461323178E-001;2.57791224504E-001;1.98373137126E-002;-9.65996980095E-001;-5.10018312379E-002;9.98674739013E-001;6.89774368362E-003
Sample-Cam1-72_04.21.40(978).jpg;192097.920;356010.195;3460714.005;17.192;100.57670798;18.10562387;-3.89173950;9.58036579840E-001;5.86390863276E-002;2.80583978948E-001;2.80601805069E-001;8.09921650246E-003;-9.59790096680E-001;-5.85537247282E-002;9.98246392554E-001;-8.69488779371E-003
Sample-Cam1-73_04.21.41(726).jpg;192098.669;356005.325;3460715.252;17.355;100.81954971;18.78061333;-3.79829116;9.55098167293E-001;5.70521338173E-002;2.90744810548E-001;2.90971027327E-001;4.48490719287E-003;-9.56721352779E-001;-5.58869581368E-002;9.98361126865E-001;-1.23169913476E-002
Sample-Cam1-74_04.21.42(448).jpg;192099.391;356000.513;3460716.450;17.491;100.43098098;18.72385932;-1.48453892;9.56799247904E-001;2.23157260432E-002;2.89891716992E-001;2.89964111623E-001;-8.69977507262E-006;-9.57037519586E-001;-2.13544651074E-002;9.99750973141E-001;-6.47908361560E-003
Sample-Cam1-75_04.21.43(160).jpg;192100.103;355995.719;3460717.683;17.515;100.45698480;18.45195180;-1.70651883;9.57944605409E-001;2.56847531622E-002;2.85801375823E-001;2.85883735168E-001;4.84398313493E-004;-9.58264188689E-001;-2.47512208551E-002;9.99669974948E-001;-6.87882641961E-003
Sample-Cam1-76_04.21.43(854).jpg;192100.797;355990.927;3460718.936;17.518;100.16987416;18.27603001;-1.35956581;9.58856295120E-001;2.04804580914E-002;2.83152178421E-001;2.83143584634E-001;3.37875410817E-003;-9.59071579446E-001;-2.05989268756E-002;9.99784544218E-001;-2.55917067268E-003
Sample-Cam1-77_04.21.44(537).jpg;192101.480;355986.101;3460720.198;17.504;100.37561240;18.18887689;-1.35209210;9.59245341559E-001;2.03761044109E-002;2.81838941713E-001;2.81895773788E-001;8.65731009687E-005;-9.59445029809E-001;-1.95741517750E-002;9.99792381884E-001;-5.66089287587E-003
Sample-Cam1-78_04.21.45(200).jpg;192102.143;355981.294;3460721.475;17.490;99.92727209;18.16810683;-1.11798684;9.59405671223E-001;1.68501393828E-002;2.81525897260E-001;2.81462242406E-001;6.08593331802E-003;-9.59553004016E-001;-1.78819497008E-002;9.99839504230E-001;1.09620092446E-003
Sample-Cam1-79_04.21.45(834).jpg;192102.776;355976.481;3460722.721;17.381;99.22772235;18.57713448;0.46090265;9.57699936211E-001;-6.93371721787E-003;2.87685167755E-001;2.87744284266E-001;1.00476698990E-002;-9.57654567786E-001;3.74954036498E-003;9.99925481171E-001;1.16177903195E-002
Sample-Cam1-80_04.21.46(437).jpg;192103.379;355971.698;3460723.930;17.234;99.32029148;19.00932850;0.38345699;9.55732580837E-001;-5.75676072282E-003;2.94180376015E-001;2.94222580950E-001;8.90460661968E-003;-9.55695443559E-001;2.88214946882E-003;9.99943782263E-001;1.02041916637E-002
Sample-Cam1-81_04.21.47(023).jpg;192103.965;355966.881;3460725.128;17.126;98.66493000;19.57556823;0.24415181;9.53088559027E-001;-3.65523427205E-003;3.02669519302E-001;3.02681161732E-001;1.98090210633E-002;-9.52885993714E-001;-2.51256534149E-003;9.99797100389E-001;1.99861218968E-002
Sample-Cam1-82_04.21.47(605).jpg;192104.547;355962.041;3460726.262;17.018;98.96436084;20.21276433;-0.19471941;9.50013998974E-001;2.90576491245E-003;3.12193783223E-001;3.12101259297E-001;1.72217504460E-002;-9.49892738817E-001;-8.13668841649E-003;9.99847472289E-001;1.54540111221E-002
Sample-Cam1-83_04.21.48(183).jpg;192105.125;355957.159;3460727.369;16.898;98.84686820;20.63626352;-0.10489682;9.47919340991E-001;1.56190275701E-003;3.18506645824E-001;3.18424120969E-001;1.86370589451E-002;-9.47765128721E-001;-7.41634410018E-003;9.99825094951E-001;1.71690811208E-002
Sample-Cam1-84_04.21.48(753).jpg;192105.695;355952.275;3460728.447;16.787;98.93924139;20.75258882;0.01051192;9.47337046751E-001;-1.56425107396E-004;3.20238185394E-001;3.20196478705E-001;1.66087153454E-002;-9.47205556149E-001;-5.17057813310E-003;9.99862053538E-001;1.57841381142E-002
Sample-Cam1-85_04.21.49(314).jpg;192106.256;355947.401;3460729.522;16.664;98.69315140;20.74703611;0.51823097;9.47333599236E-001;-7.71180032763E-003;3.20155555777E-001;3.20244587726E-001;1.79202066636E-002;-9.47165386944E-001;1.56709661734E-003;9.99809679053E-001;1.94460761942E-002
Sample-Cam1-86_04.21.49(870).jpg;192106.812;355942.548;3460730.592;16.550;99.23679052;20.67615468;-0.21149568;9.47715632713E-001;3.14848059490E-003;3.19100558730E-001;3.19036040460E-001;1.30481401440E-002;-9.47652758623E-001;-7.14733513156E-003;9.99909912496E-001;1.13614476098E-002
Sample-Cam1-87_04.21.50(423).jpg;192107.365;355937.675;3460731.680;16.456;98.96079079;20.64073597;0.03980521;9.47898064117E-001;-5.92681633089E-004;3.18573239259E-001;3.18540939267E-001;1.61239677263E-002;-9.47771959743E-001;-4.57493759538E-003;9.99869824724E-001;1.54726711577E-002
Sample-Cam1-88_04.21.50(972).jpg;192107.914;355932.807;3460732.769;16.335;98.67318618;20.58178993;0.35612475;9.48177981292E-001;-5.30415767623E-003;3.17695422857E-001;3.17738035422E-001;1.90629166453E-002;-9.47986891289E-001;-1.02792941811E-003;9.99804216395E-001;1.97603704619E-002
Sample-Cam1-89_04.21.51(516).jpg;192108.458;355927.951;3460733.847;16.230;99.18531161;20.50564155;0.11061972;9.48570713581E-001;-1.64824811542E-003;3.16561028262E-001;3.16556865599E-001;1.22467122866E-002;-9.48494474881E-001;-2.31347760356E-003;9.99923647743E-001;1.21386368698E-002
